"id"	"name"	"country"	"compatibility"	"category"	"updated_date"	"size"	"seller"	"rated"	"requirements"	"bundleid"	"average_current"	"total_current"	"average_all"	"total_all"	"current1"	"current2"	"current3"	"current4"	"current5"	"all1"	"all2"	"all3"	"all4"	"all5"	"fullrank_id"	"created_at"	"updated_at"
119	"Sky Streaker - Gumball Climbing Arcade Game"	"United States"	" Universal"	" Games"	" Mar 21, 2015"	" 22.0 MB"	" Turner Broadcasting System, Inc."	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.turner.skystreaker"	"4.6"	"1,286"	"4.6"	"1,286"	"(1,000)"	"(145)"	"(59)"	"(35)"	"(47)"	"(1,000)"	"(145)"	"(59)"	"(35)"	"(47)"	355	"2015-04-01 13:06:24.707350"	"2015-04-01 13:06:24.707350"
120	"Fruit Ninja Free"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 57.8 MB"	" Halfbrick"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.halfbrick.FruitNinjaLite"	"4.4"	"1,942"	"4.4"	"304,360"	"(1,328)"	"(321)"	"(137)"	"(79)"	"(77)"	"(207,235)"	"(51,939)"	"(23,608)"	"(9,490)"	"(12,088)"	358	"2015-04-01 13:06:31.773981"	"2015-04-01 13:06:31.773981"
121	"Indeed Job Search"	"United States"	" Universal"	" Business"	" Mar 26, 2015"	" 2.0 MB"	" Indeed"	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.indeed.JobSearch"	"4.0"	"44"	"3.3"	"24,936"	"(29)"	"(3)"	"(1)"	"(7)"	"(4)"	"(8,190)"	"(4,112)"	"(4,748)"	"(3,070)"	"(4,816)"	361	"2015-04-01 13:06:39.718214"	"2015-04-01 13:06:39.718214"
122	"Flow Free"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 11.0 MB"	" Big Duck Games LLC"	"Rated 4+"	" Requires iOS 5.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.bigduckgames.flow"	"4.6"	"11,909"	"4.6"	"327,967"	"(8,836)"	"(1,717)"	"(750)"	"(329)"	"(277)"	"(243,000)"	"(52,532)"	"(19,900)"	"(6,117)"	"(6,418)"	364	"2015-04-01 13:06:46.356895"	"2015-04-01 13:06:46.356895"
123	"Verizon Cloud"	"United States"	" Universal"	" Productivity"	" Mar 26, 2015"	" 17.3 MB"	" Verizon Wireless"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.verizon.cloud"	"4.3"	"354"	"3.0"	"747"	"(221)"	"(79)"	"(20)"	"(7)"	"(27)"	"(275)"	"(97)"	"(36)"	"(39)"	"(300)"	367	"2015-04-01 13:06:53.032542"	"2015-04-01 13:06:53.032542"
124	"Google Docs"	"United States"	" Universal"	" Productivity"	" Mar 29, 2015"	" 48.4 MB"	" Google, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.google.Docs"	"4.6"	"590"	"4.3"	"19,660"	"(460)"	"(91)"	"(15)"	"(4)"	"(20)"	"(12,678)"	"(3,748)"	"(950)"	"(568)"	"(1,716)"	370	"2015-04-01 13:07:01.098759"	"2015-04-01 13:07:01.098759"
125	"LINE"	"United States"	" iPhone, iPod touch"	" Social Networking"	" Apr 01, 2015"	" 74.6 MB"	" LINE Corporation"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" jp.naver.line"	"2.9"	"36"	"3.5"	"8,187"	"(12)"	"(5)"	"(3)"	"(0)"	"(16)"	"(3,626)"	"(1,103)"	"(849)"	"(680)"	"(1,929)"	373	"2015-04-01 13:07:09.389891"	"2015-04-01 13:07:09.389891"
126	"cPro Craigslist Mobile client"	"United States"	" Universal"	" Catalogs"	" Mar 30, 2015"	" 18.2 MB"	" Escargot Studios, LLC"	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.ladelo.CraigsPro.W926QBG45W"	"4.5"	"189"	"4.2"	"28,809"	"(146)"	"(20)"	"(9)"	"(3)"	"(11)"	"(19,389)"	"(3,400)"	"(1,338)"	"(1,108)"	"(3,574)"	376	"2015-04-01 13:07:16.626007"	"2015-04-01 13:07:16.626007"
127	"Ditty for Messenger"	"United States"	" Universal"	" Music"	" Mar 27, 2015"	" 49.0 MB"	" MUSIC MASTERMIND INC"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.zya.ditty"	"3.0"	"186"	"3.1"	"204"	"(68)"	"(19)"	"(13)"	"(12)"	"(74)"	"(83)"	"(20)"	"(13)"	"(12)"	"(76)"	379	"2015-04-01 13:07:23.051975"	"2015-04-01 13:07:23.051975"
128	"Microsoft Outlook"	"United States"	" Universal"	" Productivity"	" Mar 27, 2015"	" 22.9 MB"	" Microsoft Corporation"	"Rated 4+"	" Requires iOS 8.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.microsoft.Office.Outlook"	"3.7"	"255"	"3.8"	"7,291"	"(108)"	"(59)"	"(29)"	"(17)"	"(42)"	"(3,292)"	"(1,583)"	"(1,007)"	"(587)"	"(822)"	382	"2015-04-01 13:07:30.120225"	"2015-04-01 13:07:30.120225"
129	"Tangent - Add Geometric Shape, Pattern, Texture, and Frame Overlays and Effects to Your Photos"	"United States"	" Universal"	" Photo and Video"	" Mar 28, 2015"	" 67.1 MB"	" Pixite LLC"	"Rated 4+"	" Requires iOS 7.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.benguerrette.Tangent"	"4.5"	"84"	"4.5"	"521"	"(69)"	"(3)"	"(2)"	"(3)"	"(7)"	"(403)"	"(59)"	"(16)"	"(15)"	"(28)"	385	"2015-04-01 13:07:37.969159"	"2015-04-01 13:07:37.969159"
130	"TuneIn Radio - Stream free music, sports, talk & news stations, podcasts, songs & tracks"	"United States"	" Universal"	" Music"	" Mar 27, 2015"	" 42.7 MB"	" TuneIn"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.tunein.TuneInRadio"	"4.3"	"522"	"4.6"	"78,401"	"(339)"	"(94)"	"(32)"	"(17)"	"(40)"	"(60,312)"	"(11,739)"	"(2,472)"	"(1,310)"	"(2,568)"	388	"2015-04-01 13:07:46.721744"	"2015-04-01 13:07:46.721744"
131	"Find My Friends"	"United States"	" Universal"	" Social Networking"	" Mar 30, 2015"	" 5.8 MB"	" Apple Inc."	"Rated 4+"	" Requires iOS 8.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.apple.mobileme.fmf1"	"2.5"	"458"	"3.0"	"7,916"	"(123)"	"(24)"	"(29)"	"(70)"	"(212)"	"(2,715)"	"(885)"	"(859)"	"(980)"	"(2,477)"	391	"2015-04-01 13:07:53.470429"	"2015-04-01 13:07:53.470429"
132	"OfferUp - Buy. Sell. Simple."	"United States"	" iPhone, iPod touch"	" Lifestyle"	" Mar 28, 2015"	" 40.3 MB"	" iDeal Technologies Inc."	"Rated 4+"	" Requires iOS 6.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.offerup.iphone.consumer"	"4.7"	"474"	"4.7"	"6,385"	"(370)"	"(78)"	"(19)"	"(4)"	"(3)"	"(4,807)"	"(1,215)"	"(208)"	"(58)"	"(97)"	394	"2015-04-01 13:08:00.221137"	"2015-04-01 13:08:00.221137"
133	"imo free video calls and chat"	"United States"	" Universal"	" Social Networking"	" Mar 27, 2015"	" 4.9 MB"	" imo.im"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" imoimiphone"	"3.3"	"18"	"4.2"	"16,017"	"(8)"	"(0)"	"(4)"	"(2)"	"(4)"	"(9,644)"	"(3,468)"	"(941)"	"(459)"	"(1,505)"	397	"2015-04-01 13:08:07.176510"	"2015-04-01 13:08:07.176510"
134	"White Tiles 4 : Piano Master ( Don't Touch the White or Blank Tile)"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 36.1 MB"	" WANG BOXUN"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.brighthouse.BlackTiles"	"4.5"	"1,383"	"4.8"	"370,499"	"(990)"	"(198)"	"(95)"	"(45)"	"(55)"	"(332,404)"	"(24,431)"	"(7,499)"	"(2,347)"	"(3,818)"	400	"2015-04-01 13:08:14.568922"	"2015-04-01 13:08:14.568922"
135	"Kindle – Read Books, eBooks, Magazines, Newspapers & Textbooks"	"United States"	" Universal"	" Books"	" Mar 17, 2015"	" 71.9 MB"	" AMZN Mobile LLC"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.amazon.Lassen"	"4.7"	"2,579"	"3.4"	"210,697"	"(2,043)"	"(397)"	"(75)"	"(23)"	"(41)"	"(87,379)"	"(29,548)"	"(24,999)"	"(18,657)"	"(50,114)"	403	"2015-04-01 13:08:23.272800"	"2015-04-01 13:08:23.272800"
136	"Sports Jeopardy! - Quiz game for fans of football, basketball, baseball, golf and more"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 85.1 MB"	" Sony Pictures Television"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.sonypicturestelevision.sportsjeopardy"	"3.5"	"60"	"3.5"	"915"	"(32)"	"(4)"	"(1)"	"(5)"	"(18)"	"(446)"	"(118)"	"(57)"	"(52)"	"(242)"	406	"2015-04-01 13:08:29.940464"	"2015-04-01 13:08:29.940464"
137	"Game of War - Fire Age"	"United States"	" Universal"	" Games"	" Mar 02, 2015"	" 41.2 MB"	" Machine Zone, Inc"	"Rated 9+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.machinezone.ody0"	"4.5"	"35,611"	"4.4"	"69,771"	"(30,290)"	"(877)"	"(520)"	"(430)"	"(3,494)"	"(54,654)"	"(4,236)"	"(1,988)"	"(1,552)"	"(7,341)"	409	"2015-04-01 13:08:36.933201"	"2015-04-01 13:08:36.933201"
138	"Walgreens"	"United States"	" Universal"	" Lifestyle"	" Mar 26, 2015"	" 50.2 MB"	" Walgreen Co."	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.usablenet.walgreens"	"4.5"	"1,752"	"4.3"	"71,791"	"(1,308)"	"(231)"	"(77)"	"(48)"	"(88)"	"(49,608)"	"(10,545)"	"(3,554)"	"(2,474)"	"(5,610)"	412	"2015-04-01 13:08:44.119175"	"2015-04-01 13:08:44.119175"
139	"Music Messenger"	"United States"	" iPhone, iPod touch"	" Music"	" Mar 27, 2015"	" 10.8 MB"	" Music Messenger Ltd"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.musicmessenger.ios"	"4.7"	"483"	"4.6"	"605"	"(413)"	"(41)"	"(11)"	"(2)"	"(16)"	"(506)"	"(48)"	"(16)"	"(7)"	"(28)"	415	"2015-04-01 13:08:50.816014"	"2015-04-01 13:08:50.816014"
140	"Google+"	"United States"	" Universal"	" Social Networking"	" Mar 31, 2015"	" 69.7 MB"	" Google, Inc."	"Rated 17+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.google.GooglePlus"	"4.7"	"424"	"4.3"	"65,773"	"(334)"	"(61)"	"(16)"	"(3)"	"(10)"	"(42,827)"	"(11,603)"	"(3,992)"	"(2,109)"	"(5,242)"	418	"2015-04-01 13:08:57.856798"	"2015-04-01 13:08:57.856798"
141	"Hulu Plus"	"United States"	" Universal"	" Entertainment"	" Mar 26, 2015"	" 18.8 MB"	" Hulu, LLC"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.hulu.plus"	"2.7"	"133"	"1.9"	"47,717"	"(34)"	"(14)"	"(10)"	"(24)"	"(51)"	"(6,366)"	"(2,613)"	"(3,307)"	"(4,496)"	"(30,935)"	421	"2015-04-01 13:09:04.841377"	"2015-04-01 13:09:04.841377"
142	"Geometry Dash Lite"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 26.8 MB"	" RobTop Games AB"	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.robtop.geometryjumplite"	"4.7"	"27,617"	"4.8"	"235,628"	"(22,702)"	"(3,718)"	"(697)"	"(191)"	"(309)"	"(197,247)"	"(29,957)"	"(5,305)"	"(1,169)"	"(1,950)"	424	"2015-04-01 13:09:12.041181"	"2015-04-01 13:09:12.041181"
143	"PayPal"	"United States"	" iPhone, iPod touch"	" Finance"	" Mar 26, 2015"	" 41.9 MB"	" PayPal, an eBay Company"	"Rated 4+"	" Requires iOS 7.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.yourcompany.PPClient"	"4.4"	"740"	"3.8"	"76,727"	"(537)"	"(113)"	"(21)"	"(17)"	"(52)"	"(38,280)"	"(12,042)"	"(8,441)"	"(5,507)"	"(12,457)"	427	"2015-04-01 13:09:18.937487"	"2015-04-01 13:09:18.937487"
144	"Capital One Mobile"	"United States"	" iPhone, iPod touch"	" Finance"	" Mar 26, 2015"	" 12.0 MB"	" Capital One Services, LLC"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.capitalone.enterprisemobilebanking"	"4.4"	"984"	"4.3"	"19,992"	"(694)"	"(144)"	"(62)"	"(30)"	"(54)"	"(14,162)"	"(2,533)"	"(828)"	"(633)"	"(1,836)"	430	"2015-04-01 13:09:25.810845"	"2015-04-01 13:09:25.810845"
145	"Split Pic Collage Maker, Photo Editor & Blender : Best Filter Edits Plus Awesome Layout FX"	"United States"	" Universal"	" Photo and Video"	" Apr 01, 2015"	" 41.8 MB"	" Easy Tiger Apps, LLC."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.aaronray.splitcamera"	"4.6"	"106"	"4.6"	"86,696"	"(82)"	"(13)"	"(9)"	"(1)"	"(1)"	"(62,914)"	"(16,291)"	"(5,229)"	"(1,032)"	"(1,230)"	433	"2015-04-01 13:09:34.410209"	"2015-04-01 13:09:34.410209"
146	"MARVEL Contest of Champions"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 282.0 MB"	" Kabam Inc."	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.kabam.marvelbattle"	"4.6"	"5,468"	"4.6"	"64,862"	"(4,158)"	"(827)"	"(236)"	"(87)"	"(160)"	"(48,469)"	"(10,885)"	"(2,741)"	"(1,109)"	"(1,658)"	436	"2015-04-01 13:09:41.333490"	"2015-04-01 13:09:41.333490"
147	"Bike Rider - Crazy BMX Racing Game for Free"	"United States"	" Universal"	" Games"	" Mar 27, 2015"	" 34.0 MB"	" AMUTUS CORPORATION"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" jp.co.amutus.chariso3rdrace"	"4.1"	"16"	"4.6"	"99"	"(11)"	"(0)"	"(2)"	"(1)"	"(2)"	"(83)"	"(6)"	"(3)"	"(2)"	"(5)"	439	"2015-04-01 13:09:48.876247"	"2015-04-01 13:09:48.876247"
148	"Cartwheel by Target"	"United States"	" Universal"	" Lifestyle"	" Mar 26, 2015"	" 17.1 MB"	" Target"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.target.Cartwheel"	"2.2"	"132"	"2.3"	"3,893"	"(23)"	"(14)"	"(8)"	"(13)"	"(74)"	"(836)"	"(277)"	"(235)"	"(414)"	"(2,131)"	442	"2015-04-01 13:09:56.841856"	"2015-04-01 13:09:56.841856"
149	"Photo Editor by Aviary"	"United States"	" Universal"	" Photo and Video"	" Mar 26, 2015"	" 22.5 MB"	" Aviary, Inc"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.aviary.Photo-Editor"	"4.2"	"95"	"4.5"	"36,270"	"(60)"	"(13)"	"(8)"	"(7)"	"(7)"	"(27,085)"	"(5,354)"	"(1,535)"	"(887)"	"(1,409)"	445	"2015-04-01 13:10:06.170578"	"2015-04-01 13:10:06.170578"
150	"Temple Run"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 29.5 MB"	" Imangi Studios, LLC"	"Rated 9+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.imangi.templerun"	"4.1"	"55,298"	"4.6"	"1,694,376"	"(32,811)"	"(8,986)"	"(5,985)"	"(3,689)"	"(3,827)"	"(1,318,133)"	"(184,059)"	"(92,108)"	"(48,823)"	"(51,253)"	448	"2015-04-01 13:10:12.958143"	"2015-04-01 13:10:12.958143"
151	"Boom Beach"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 91.4 MB"	" Supercell Oy"	"Rated 9+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.supercell.reef"	"4.5"	"19,159"	"4.5"	"128,481"	"(14,022)"	"(2,951)"	"(990)"	"(488)"	"(708)"	"(92,657)"	"(20,931)"	"(6,623)"	"(2,962)"	"(5,308)"	451	"2015-04-01 13:10:19.721319"	"2015-04-01 13:10:19.721319"
152	"Followers + for Instagram - Follow Management Tool for iPhone, iPad, iPod"	"United States"	" Universal"	" Social Networking"	" Mar 26, 2015"	" 5.5 MB"	" Joshua Smith"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.tappple.ListTracker"	"4.0"	"461"	"4.5"	"24,385"	"(276)"	"(59)"	"(43)"	"(27)"	"(56)"	"(18,300)"	"(3,212)"	"(937)"	"(586)"	"(1,350)"	454	"2015-04-01 13:10:26.417672"	"2015-04-01 13:10:26.417672"
153	"Victoria's Secret for iPhone"	"United States"	" iPhone, iPod touch"	" Lifestyle"	" Mar 21, 2015"	" 24.5 MB"	" Victoria's Secret Stores"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.vsallaccess.allaccess"	"4.2"	"131"	"3.3"	"33,168"	"(91)"	"(9)"	"(12)"	"(7)"	"(12)"	"(12,722)"	"(3,797)"	"(4,818)"	"(3,944)"	"(7,887)"	457	"2015-04-01 13:10:33.937272"	"2015-04-01 13:10:33.937272"
154	"WhatsApp Shortcut - Talking with your friends in 3 gestures"	"United States"	" iPhone, iPod touch"	" Utilities"	" Apr 01, 2015"	" 6.6 MB"	" Iplo Tecnologia da Informa�o LTDA."	"Rated 4+"	" Requires iOS 8.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.iplodev.Whatsapp-Shortcut"	""	""	"4.2"	"5"	""	""	""	""	""	"(4)"	"(0)"	"(0)"	"(0)"	"(1)"	460	"2015-04-01 13:10:40.721582"	"2015-04-01 13:10:40.721582"
155	"Jetpack Joyride"	"United States"	" Universal"	" Games"	" Feb 26, 2015"	" 40.8 MB"	" Halfbrick"	"Rated 9+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.halfbrick.jetpack"	"4.5"	"13,559"	"4.6"	"366,869"	"(10,081)"	"(1,923)"	"(802)"	"(381)"	"(372)"	"(291,472)"	"(43,540)"	"(14,830)"	"(7,240)"	"(9,787)"	463	"2015-04-01 13:10:47.713163"	"2015-04-01 13:10:47.713163"
156	"WordBrain"	"United States"	" iPhone, iPod touch"	" Games"	" Mar 26, 2015"	" 15.5 MB"	" Gaming on the tail AB"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.tailworks.wordbrain"	"4.6"	"51,746"	"4.6"	"58,243"	"(34,380)"	"(15,239)"	"(1,863)"	"(169)"	"(95)"	"(38,359)"	"(17,421)"	"(2,167)"	"(185)"	"(111)"	466	"2015-04-01 13:10:54.323767"	"2015-04-01 13:10:54.323767"
157	"T-Mobile My Account"	"United States"	" Universal"	" Utilities"	" Mar 28, 2015"	" 1.9 MB"	" T-Mobile USA, Inc."	"Rated 4+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.tmobile.TMOAccess"	"1.4"	"133"	"1.6"	"1,478"	"(2)"	"(3)"	"(9)"	"(15)"	"(104)"	"(123)"	"(44)"	"(72)"	"(181)"	"(1,058)"	469	"2015-04-01 13:11:01.153720"	"2015-04-01 13:11:01.153720"
158	"Panda Pop - Bubble Shooter"	"United States"	" Universal"	" Games"	" Mar 31, 2015"	" 80.3 MB"	" SGN"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.sgn.pandapop"	"4.7"	"48"	"4.5"	"15,035"	"(38)"	"(8)"	"(0)"	"(1)"	"(1)"	"(10,946)"	"(2,306)"	"(870)"	"(374)"	"(539)"	472	"2015-04-01 13:11:07.927933"	"2015-04-01 13:11:07.927933"
159	"Etsy"	"United States"	" Universal"	" Lifestyle"	" Mar 30, 2015"	" 27.3 MB"	" Etsy, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.etsy.etsyforios"	"4.5"	"8"	"2.9"	"4,427"	"(5)"	"(2)"	"(1)"	"(0)"	"(0)"	"(1,213)"	"(612)"	"(604)"	"(554)"	"(1,444)"	475	"2015-04-01 13:11:15.609618"	"2015-04-01 13:11:15.609618"
160	"Pic Stitch - #1 Photo Collage Maker"	"United States"	" Universal"	" Photo and Video"	" Mar 26, 2015"	" 24.2 MB"	" Big Blue Clip, LLC"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.bigblueclip.picstitch"	"4.6"	"418"	"4.6"	"39,088"	"(327)"	"(48)"	"(21)"	"(5)"	"(17)"	"(31,104)"	"(4,740)"	"(1,197)"	"(639)"	"(1,408)"	478	"2015-04-01 13:11:23.334119"	"2015-04-01 13:11:23.334119"
161	"Compass Point: West"	"United States"	" Universal"	" Games"	" Mar 27, 2015"	" 83.9 MB"	" Next Games Oy"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.nextgames.west"	"4.2"	"502"	"4.2"	"502"	"(313)"	"(79)"	"(45)"	"(19)"	"(46)"	"(313)"	"(79)"	"(45)"	"(19)"	"(46)"	481	"2015-04-01 13:11:29.986872"	"2015-04-01 13:11:29.986872"
162	"Retrica"	"United States"	" iPhone, iPod touch"	" Photo and Video"	" Mar 31, 2015"	" 32.1 MB"	" Venticake Inc."	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone 4, iPhone 4S, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.bootstlab.retro"	"3.7"	"42"	"4.5"	"8,083"	"(21)"	"(6)"	"(5)"	"(3)"	"(7)"	"(6,026)"	"(942)"	"(406)"	"(252)"	"(457)"	484	"2015-04-01 13:11:36.891411"	"2015-04-01 13:11:36.891411"
163	"Silly Sausage in Meat Land"	"United States"	" Universal"	" Games"	" Mar 30, 2015"	" 38.1 MB"	" Nitrome"	"Rated 9+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.nitrome.sillysausage"	"4.5"	"333"	"4.5"	"333"	"(263)"	"(31)"	"(14)"	"(8)"	"(17)"	"(263)"	"(31)"	"(14)"	"(8)"	"(17)"	487	"2015-04-01 13:11:45.527744"	"2015-04-01 13:11:45.527744"
164	"Pic Jointer – Picture Collage, Camera Effects plus Photo Editor"	"United States"	" Universal"	" Photo and Video"	" Mar 26, 2015"	" 8.9 MB"	" RUI JIA"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.lileping.photoframepro"	"4.9"	"13,091"	"4.8"	"36,261"	"(12,764)"	"(132)"	"(49)"	"(26)"	"(120)"	"(31,579)"	"(3,078)"	"(773)"	"(240)"	"(591)"	490	"2015-04-01 13:11:52.406039"	"2015-04-01 13:11:52.406039"
165	"Real Estate by Zillow – Search Homes & Apartments for Sale or Rent"	"United States"	" Universal"	" Lifestyle"	" Mar 26, 2015"	" 57.2 MB"	" Zillow, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.zillow.ZillowMap"	"4.6"	"1,133"	"4.1"	"175,077"	"(801)"	"(254)"	"(23)"	"(19)"	"(36)"	"(94,341)"	"(39,681)"	"(15,918)"	"(9,631)"	"(15,506)"	493	"2015-04-01 13:11:59.565503"	"2015-04-01 13:11:59.565503"
166	"Adobe Reader"	"United States"	" Universal"	" Business"	" Jan 23, 2015"	" 11.3 MB"	" Adobe Systems, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.adobe.Adobe-Reader"	"3.4"	"194"	"4.0"	"18,162"	"(76)"	"(33)"	"(22)"	"(19)"	"(44)"	"(9,349)"	"(3,956)"	"(1,513)"	"(1,338)"	"(2,006)"	496	"2015-04-01 13:12:07.605329"	"2015-04-01 13:12:07.605329"
